,permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
18560,/organization/hc-rods-and-customs,HC Rods and Customs,,|Transportation|, Transportation , -   ,operating,,,,,1.0,2013-10-09,2013-10,2013-Q4,2013.0,2014-03-13,2014-03-13
5166,/organization/biocept,Biocept,http://www.biocept.com,|Health Care|Biotechnology|, Health Care ," 17,102,999 ",operating,USA,CA,San Diego,San Diego,5.0,,,,,2006-06-23,2011-02-16
14432,/organization/executive-trading-solutions,Executive Trading Solutions,http://my10b51.com,|Software|, Software ," 621,410 ",operating,USA,TN,Nashville,Brentwood,2.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-01-25,2011-02-21
54276,,,,,,,,,,,,,,,,,,
7313,/organization/caremerge,Caremerge,http://www.caremerge.com,|Senior Citizens|Hospitals|Health and Wellness|Enterprise Software|, Senior Citizens ," 2,100,000 ",operating,USA,IL,Chicago,Chicago,1.0,2010-12-01,2010-12,2010-Q4,2010.0,2013-07-11,2013-07-11
49459,,,,,,,,,,,,,,,,,,
40892,/organization/streetowl,StreetOwl,http://www.streetowl.com,|Services|Auto|Cars|Insurance|Mobile|, Cars ," 95,000 ",operating,USA,CA,SF Bay Area,San Francisco,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-04-01,2012-04-01
48839,/organization/zakada,Zakada,http://www.zakada.com,|Collaboration|Storage|Curated Web|, Storage ," 20,000 ",operating,,,,,1.0,2011-02-01,2011-02,2011-Q1,2011.0,2011-01-01,2011-01-01
50537,,,,,,,,,,,,,,,,,,
49370,/organization/zumbl,Zumbl,http://zumbl.com,|Interest Graph|Entertainment|Chat|Messaging|, Entertainment ," 140,000 ",operating,IND,,New Delhi,Gurgaon,3.0,2012-11-01,2012-11,2012-Q4,2012.0,2013-04-03,2014-04-05
4820,/organization/benvenue-medical,Benvenue Medical,http://www.benvenuemedical.com,|Health Care|, Health Care ," 149,465,921 ",operating,USA,CA,SF Bay Area,Santa Clara,8.0,2004-01-01,2004-01,2004-Q1,2004.0,2008-01-07,2014-06-18
18812,/organization/hello-market,Hello Market,http://hellomarket.com,|Online Shopping|Retail|E-Commerce|Startups|, Startups ," 2,500,000 ",operating,,,,,1.0,,,,,2014-05-22,2014-05-22
43060,/organization/thinglabs,Thing Labs,http://www.thinglabs.com,|Software|, Software ," 3,685,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2.0,2009-06-01,2009-06,2009-Q2,2009.0,2008-06-09,2009-10-29
44997,/organization/unique-solutions-design,Unique Solutions Design,http://www.uniqueltd.com,|Fashion|, Fashion ," 38,318,702 ",operating,CAN,NS,Dartmouth,Dartmouth,4.0,1994-01-01,1994-01,1994-Q1,1994.0,2009-06-23,2014-09-02
43064,/organization/thingmagic,ThingMagic,http://www.thingmagic.com,|RFID|Hardware + Software|, RFID ," 31,000,000 ",acquired,USA,MA,Boston,Cambridge,2.0,,,,,2005-09-01,2006-02-01
42513,/organization/testive,Testive,http://www.testive.com,|Finance|Colleges|Skill Assessment|Testing|Education|, Finance ," 500,000 ",operating,USA,MA,Boston,Boston,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-01-24,2012-12-10
15016,/organization/fedcyber,FedCyber,http://www.fedcyber.com,|Security|, Security , -   ,operating,,,,,2.0,2010-10-15,2010-10,2010-Q4,2010.0,2010-01-01,2010-01-01
2912,/organization/appscale-inc,AppScale Systems,http://appscale.com,|Databases|Big Data|PaaS|Cloud Computing|Enterprise Software|, Databases , -   ,operating,USA,CA,Santa Barbara,Santa Barbara,1.0,2012-10-01,2012-10,2012-Q4,2012.0,2012-10-01,2012-10-01
25904,/organization/mediascrape,MediaScrape,http://www.mediascrape.com,|News|, News ," 5,200,000 ",closed,CAN,QC,Montreal,Montréal,3.0,2006-05-01,2006-05,2006-Q2,2006.0,2006-01-01,2008-04-17
48669,/organization/youfastunlock,YouFastUnlock,http://youfastunlock.com,|Mobile|, Mobile ," 1,000,000 ",operating,GBR,,GBR - Other,,1.0,1988-08-27,1988-08,1988-Q3,1988.0,2013-08-28,2013-08-28
37222,/organization/searchforce,SearchForce,http://www.searchforce.com,|Semantic Search|Search|Advertising|Search Marketing|Software|, Advertising ," 4,057,165 ",operating,USA,CA,SF Bay Area,San Mateo,2.0,2004-01-01,2004-01,2004-Q1,2004.0,2012-07-06,2012-10-11
28928,/organization/nevis-networks,Nevis Networks,http://www.nevisnetworks.com,|Security|, Security ," 1,624,800 ",closed,USA,CA,SF Bay Area,Mountain View,1.0,2002-01-01,2002-01,2002-Q1,2002.0,2010-02-10,2010-02-10
32605,/organization/planning-media,Planning Media,http://www.planningmedia.ca,|Mobile|Publishing|SEO|Semantic Search|Internet Marketing|Digital Media|Advertising|, Mobile ," 47,788 ",operating,CAN,QC,Montreal,Montréal,1.0,2008-10-01,2008-10,2008-Q4,2008.0,2010-08-23,2010-08-23
35147,/organization/red-lagoon,Red LaGoon,,|Mobile|, Mobile ," 100,000 ",operating,,,,,1.0,2011-07-05,2011-07,2011-Q3,2011.0,2012-04-09,2012-04-09
25296,/organization/maltem-consulting,Maltem Consulting,http://www.maltem.com,|Consulting|, Consulting ," 5,710,000 ",operating,FRA,,Paris,Paris,1.0,2001-01-01,2001-01,2001-Q1,2001.0,2007-07-05,2007-07-05
50058,,,,,,,,,,,,,,,,,,
52234,,,,,,,,,,,,,,,,,,
8387,/organization/shanghai-citic-information-development-co-ltd,CITIC Information Development,http://www.cesgroup.com.cn,|Enterprise Software|, Enterprise Software , -   ,operating,CHN,,Shanghai,Shanghai,1.0,,,,,2009-11-01,2009-11-01
27508,/organization/moove-in,Moove In,http://moovein.com.br,|Social Network Media|SaaS|, Social Network Media ," 67,567 ",,,,,,1.0,2014-03-13,2014-03,2014-Q1,2014.0,2013-07-01,2013-07-01
37759,/organization/setjam,SetJam,http://www.setjam.com,|Video|Television|Curated Web|, Video ," 694,000 ",acquired,USA,NY,New York City,New York,3.0,2009-06-01,2009-06,2009-Q2,2009.0,2009-06-01,2010-12-22
32382,/organization/pingco-com,PingCo.com,http://www.pingco.com,|Software|, Software ," 1,000,000 ",closed,CHN,,Beijing,Beijing,1.0,,,,,2006-02-08,2006-02-08
39614,/organization/sonavation,Sonavation,http://www.sonavation.com,|Hardware + Software|, Hardware + Software ," 28,281,758 ",operating,USA,FL,Palm Beaches,Palm Beach Gardens,3.0,2004-01-01,2004-01,2004-Q1,2004.0,2010-01-25,2014-05-21
35923,/organization/ridley,Ridley,http://ridley.io,|Security|Home Automation|Big Data|Advertising|, Big Data ," 100,000 ",operating,USA,NY,New York City,New York,1.0,2014-05-01,2014-05,2014-Q2,2014.0,2014-07-15,2014-07-15
50558,,,,,,,,,,,,,,,,,,
41526,/organization/synapse-biomedical,Synapse Biomedical,http://www.synapsebiomedical.com,|Health Care|, Health Care ," 3,103,358 ",operating,USA,OH,Cleveland,Oberlin,3.0,2002-01-01,2002-01,2002-Q1,2002.0,2006-05-01,2013-12-18
21192,/organization/interventional-imaging,Interventional Imaging,,|Medical Devices|Medical Professionals|, Medical Professionals , -   ,operating,USA,OH,Cleveland,Cleveland,1.0,2003-01-01,2003-01,2003-Q1,2003.0,2004-08-10,2004-08-10
2151,/organization/am-analytics,AM Analytics,http://www.amanalytics.com,|Social Media Monitoring|Social Media|, Social Media Monitoring , -   ,acquired,USA,NY,New York City,New York,1.0,,,,,2009-09-09,2009-09-09
51030,,,,,,,,,,,,,,,,,,
10722,/organization/cxoware,CXOWARE,http://www.cxoware.com,|Enterprise Software|, Enterprise Software ," 1,250,000 ",operating,USA,WA,Spokane,Spokane,1.0,,,,,2013-01-23,2013-01-23
2662,/organization/apcera,Apcera,http://www.apcera.com,|PaaS|Cloud Computing|Enterprise Software|, Cloud Computing ," 7,200,000 ",operating,USA,CA,SF Bay Area,San Francisco,3.0,2012-03-01,2012-03,2012-Q1,2012.0,2012-05-08,2014-09-23
6109,/organization/bouf,Bouf,http://bouf.com,|Jewelry|Fashion|Gift Card|Design|Sales and Marketing|Flash Sales|Marketplaces|E-Commerce|, Sales and Marketing ," 275,759 ",operating,GBR,,London,London,1.0,2007-12-01,2007-12,2007-Q4,2007.0,2010-01-01,2010-01-01
13671,/organization/enphase-energy,Enphase Energy,http://www.enphaseenergy.com,|Semiconductors|Clean Technology|, Semiconductors ," 76,500,000 ",operating,USA,CA,Napa Valley,Petaluma,3.0,2006-01-01,2006-01,2006-Q1,2006.0,2009-05-18,2011-06-24
53760,,,,,,,,,,,,,,,,,,
51587,,,,,,,,,,,,,,,,,,
25336,/organization/manga-corta,Manga Corta,http://mangacorta.cl,|Design|, Design ," 40,000 ",operating,CHL,,Santiago,Santiago,1.0,2008-08-01,2008-08,2008-Q3,2008.0,2012-04-18,2012-04-18
6666,/organization/buscape,Buscapé,http://www.buscape.com.br,|E-Commerce|, E-Commerce ," 6,500,000 ",acquired,BRA,,Sao Paulo,São Paulo,2.0,1999-06-01,1999-06,1999-Q2,1999.0,1999-11-01,2000-06-13
35721,/organization/retrevo,Retrevo,http://retrevo.com,|Semantic Web|Blogging Platforms|Tech Field Support|Consumer Electronics|Electronics|Search|Reviews and Recommendations|Shopping|Gadget|Hardware + Software|, Semantic Web ," 11,900,000 ",acquired,USA,CA,SF Bay Area,Sunnyvale,3.0,2006-01-01,2006-01,2006-Q1,2006.0,2006-02-01,2008-03-20
24029,/organization/lighthouse-bcs,Lighthouse BCS,http://www.lighthousebcs.com,|Finance|, Finance , -   ,operating,IRL,,Dublin,Dublin,1.0,,,,,2011-06-23,2011-06-23
30608,/organization/opentrons,OpenTrons,http://www.opentrons.com/,|Biotechnology|, Biotechnology ," 25,000 ",operating,USA,NY,New York City,Brooklyn,1.0,,,,,2014-07-14,2014-07-14
27859,/organization/musikki,Musikki,http://www.musikki.com,|Facebook Applications|Reviews and Recommendations|Information Technology|Music|Search|, Facebook Applications ," 416,595 ",operating,,,,,1.0,2010-11-01,2010-11,2010-Q4,2010.0,2014-10-02,2014-10-02
32388,/organization/pingigoen,Pingpigeon,http://www.pingpigeon.com,|Social Media|, Social Media ," 40,000 ",operating,,,,,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-12-14,2010-12-14
29472,/organization/north-capital-investment-technology,North Capital Investment Technology,https://www.norcapsecurities.com,|Finance|, Finance , -   ,operating,,,,,1.0,,,,,2014-07-01,2014-07-01
12444,/organization/duhem,DUHEM,http://www.duhem.co,|Social Commerce|E-Commerce|, Social Commerce ," 50,000 ",operating,PER,,Lima,Lima,1.0,2012-09-01,2012-09,2012-Q3,2012.0,2012-11-01,2012-11-01
34703,/organization/radiumone,RadiumOne,http://www.radiumone.com,|Mobile Advertising|Social Media|App Marketing|Big Data|Advertising|, Mobile Advertising ," 33,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,3.0,2009-09-01,2009-09,2009-Q3,2009.0,2009-09-01,2011-03-10
30329,/organization/oneassist-consumer-solutions,OneAssist Consumer Solutions,http://oneassist.in,|Security|, Security , -   ,,IND,,Mumbai,Mumbai,2.0,2011-06-01,2011-06,2011-Q2,2011.0,2011-08-05,2012-06-01
24646,/organization/loogares-com,Loogares.Com,http://ar.loogares.com/buenos-aires,|Guides|Travel|Curated Web|, Travel ," 65,000 ",operating,DZA,,Chlef,,2.0,,,,,2011-12-16,2012-03-01
24854,/organization/lumacyte,LumaCyte,http://www.lumacyte.com/,|Biotechnology|, Biotechnology ," 542,160 ",operating,USA,VA,VA - Other,Keswick,2.0,,,,,2014-05-13,2014-06-04
7164,/organization/captricity,Captricity,http://captricity.com,|Data Integration|SaaS|Enterprise Software|, Data Integration ," 16,900,000 ",operating,USA,CA,SF Bay Area,Berkeley,5.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-10-01,2014-07-15
51816,,,,,,,,,,,,,,,,,,
2664,/organization/apellis-pharmaceuticals,Apellis Pharmaceuticals,http://www.apellis.com,|Biotechnology|, Biotechnology ," 55,509,987 ",operating,USA,KY,Louisville,Crestwood,4.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-05-21,2014-12-02
3527,/organization/astrall-inc,"Astrall, Inc",http://astrall.org/,|Social Network Media|Psychology|E-Commerce Platforms|Marketplaces|, E-Commerce Platforms ," 25,000 ",operating,USA,CA,Los Angeles,Torrance,1.0,2013-04-01,2013-04,2013-Q2,2013.0,2014-09-25,2014-09-25
46022,/organization/videopassports,Video Passports,http://www.videopassports.com,|Curated Web|, Curated Web , -   ,closed,USA,CA,SF Bay Area,Palo Alto,1.0,2007-08-01,2007-08,2007-Q3,2007.0,2007-01-01,2007-01-01
44223,/organization/tripletplus,TripletPlus,http://www.tripletplus.com,|Customer Service|Sales and Marketing|Transportation|Automotive|, Sales and Marketing ," 500,000 ",operating,,,,,1.0,2014-01-04,2014-01,2014-Q1,2014.0,2014-01-01,2014-01-01
8219,/organization/chrono-therapeutics,Chrono Therapeutics,http://chronothera.com,|Biotechnology|, Biotechnology ," 32,500,000 ",operating,USA,MA,Boston,Waltham,2.0,2004-01-01,2004-01,2004-Q1,2004.0,2014-03-10,2014-06-12
33787,/organization/propertygate,Propertygate,http://propertygate.ie,|Property Management|Intellectual Asset Management|Software|, Intellectual Asset Management ," 39,994 ",operating,IRL,,Dublin,Dublin,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-06-13,2013-06-13
47025,/organization/waverx,WaveRx,,|Health Care|, Health Care ," 502,512 ",operating,USA,MA,Boston,Waltham,1.0,2004-01-01,2004-01,2004-Q1,2004.0,2010-04-07,2010-04-07
29029,/organization/newscastic,NewsCastic,http://www.newscastic.com,|Journalism|Social Media|News|, Journalism ," 342,798 ",operating,USA,NM,Albuquerque,Albuquerque,2.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-04-01,2014-07-28
33735,/organization/promoco,Promoco,http://promoco.ru,|Promotional|Coupons|E-Commerce|, Coupons ," 30,000 ",operating,USA,FL,Tampa,St. Petersburg,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-01-01,2013-01-01
36017,/organization/riskalyze,Riskalyze,http://www.riskalyze.com,|Finance|, Finance ," 1,442,005 ",operating,USA,CA,Sacramento,Auburn,4.0,2011-03-01,2011-03,2011-Q1,2011.0,2012-06-15,2014-04-09
48085,/organization/wysiwyg,Wysiwyg,http://www.wysiwyg.net,|Consulting|, Consulting ," 190,000 ",acquired,ESP,,Madrid,Madrid,1.0,,,,,2006-09-15,2006-09-15
9289,/organization/collective-bias,Collective Bias,http://www.collectivebias.com,|Shopping|Advertising|Social Media|, Shopping ," 11,000,000 ",operating,USA,AR,Fayetteville,Rogers,3.0,2009-05-11,2009-05,2009-Q2,2009.0,2009-01-01,2013-04-02
9515,/organization/compound-semiconductor-technologies,Compound Semiconductor Technologies,http://www.compoundsemi.co.uk,|Semiconductors|, Semiconductors ," 8,589,492 ",operating,GBR,,Hamilton,Hamilton,2.0,1999-01-01,1999-01,1999-Q1,1999.0,2009-05-27,2013-04-20
9580,/organization/concurrent-thinking,Concurrent Thinking,http://concurrent-thinking.com,|Software|, Software ," 5,902,201 ",operating,GBR,,Warwick,Warwick,3.0,,,,,2006-10-25,2014-04-08
30858,/organization/oris4,Oris4,http://www.oris4.com,|Collaboration|Big Data|Content|Enterprise Search|Cloud Computing|Search|, Content ," 4,000,000 ",operating,USA,CA,SF Bay Area,Palo Alto,3.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-01-01,2014-04-22
11452,/organization/designart-networks,DesignArt Networks,http://www.designartnetworks.com,|Software|, Software ," 2,000,000 ",acquired,ISR,,Tel Aviv,Ra'anana,2.0,2006-01-01,2006-01,2006-Q1,2006.0,2008-02-13,2009-08-01
48323,/organization/xsens-technologies,Xsens Technologies,http://www.xsens.com,|Hardware + Software|, Hardware + Software , -   ,operating,NLD,,NLD - Other,Enschede,1.0,2000-01-01,2000-01,2000-Q1,2000.0,2009-12-21,2009-12-21
40229,/organization/spotflux,spotflux,http://www.spotflux.com,|Privacy|Security|, Privacy ," 1,150,000 ",,USA,NY,New York City,Brooklyn,2.0,2011-04-01,2011-04,2011-Q2,2011.0,2011-12-01,2012-03-07
41302,/organization/surroundsme,SurroundsMe,http://surrounds.me,|Marketing Automation|Social Media Marketing|Social Media|Software|, Social Media Marketing ," 20,000 ",operating,USA,HI,Honolulu,Honolulu,1.0,2013-02-01,2013-02,2013-Q1,2013.0,2013-04-29,2013-04-29
36277,/organization/roozz-com,Roozz.com,http://www.roozz.com,|Home & Garden|Games|SaaS|Cloud Computing|Software|, SaaS ," 1,564,311 ",closed,DNK,,Copenhagen,Copenhagen,3.0,2010-10-01,2010-10,2010-Q4,2010.0,2010-09-06,2012-10-17
16994,/organization/getupp,getupp,http://www.getupp.com,|Health and Wellness|Networking|Mobile|, Mobile ," 53,448 ",operating,DEU,,Hamburg,Hamburg,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01
33460,/organization/prime-financial-services,Prime Financial Services,,|Venture Capital|Finance|, Finance , -   ,operating,USA,TX,TX - Other,Pampa,1.0,2004-08-04,2004-08,2004-Q3,2004.0,2013-09-11,2013-09-11
22988,/organization/klout,Klout,http://klout.com,|Analytics|Social Media|, Social Media ," 40,000,000 ",acquired,USA,CA,SF Bay Area,San Francisco,6.0,2008-08-01,2008-08,2008-Q3,2008.0,2009-07-01,2013-08-23
10444,/organization/crowdsavings,CrowdSavings.com,http://www.crowdsavings.com,|Social Buying|Group Buying|E-Commerce|, E-Commerce ," 5,126,000 ",acquired,USA,FL,Tampa,Tampa,3.0,2009-08-01,2009-08,2009-Q3,2009.0,2011-04-05,2012-10-30
10191,/organization/cquotient,CQuotient,http://www.cquotient.com,|Analytics|, Analytics ," 3,000,000 ",operating,USA,MA,Boston,Cambridge,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2011-01-03,2011-01-03
14205,/organization/events-core,Events Core,http://www.azionecapital.com,|Finance|, Finance ," 50,000 ",operating,SGP,,Singapore,Singapore,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2007-01-01,2007-01-01
48955,/organization/zeewhere,ZeeWhere,http://www.zeewhere.com,|Augmented Reality|Social Media|, Augmented Reality ," 103,465 ",operating,SAU,,Riyadh,Riyadh,3.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-10-01,2014-08-10
27844,/organization/musical-sneakers,Musical Sneakers,,|Fashion|, Fashion , -   ,operating,USA,NY,New York City,New York,1.0,2014-03-06,2014-03,2014-Q1,2014.0,2013-12-16,2013-12-16
10086,/organization/cotweet,CoTweet,http://cotweet.com,|CRM|Twitter Applications|Advertising|, Twitter Applications ," 1,100,000 ",acquired,USA,CA,SF Bay Area,San Francisco,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2009-07-09,2009-07-09
7453,/organization/cascade-technologies,Cascade Technologies,http://www.cascade-technologies.com,|Environmental Innovation|Gas|Semiconductors|, Semiconductors ," 7,720,000 ",operating,GBR,,Stirling,Stirling,3.0,2003-01-01,2003-01,2003-Q1,2003.0,2006-07-16,2010-04-26
7492,/organization/caspida,Caspida,http://caspida.com,|Security|, Security ," 11,524,995 ",,USA,CA,SF Bay Area,Palo Alto,2.0,,,,,2014-03-03,2014-04-20
12958,/organization/edmdesigner,EDMdesigner,http://edmdesigner.com,|Software|, Software ," 200,000 ",operating,,,,,1.0,2013-02-01,2013-02,2013-Q1,2013.0,2013-10-11,2013-10-11
6570,/organization/bufys,Bufys,,,," 200,000 ",operating,,,,,1.0,,,,,2012-03-10,2012-03-10
50440,,,,,,,,,,,,,,,,,,
32902,/organization/point-park-university,Point Park University,http://www.pointpark.edu/,,," 5,000,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,1.0,1960-01-01,1960-01,1960-Q1,1960.0,2014-09-26,2014-09-26
8265,/organization/ciel-medical,Ciel Medical,http://cielmedical.com,|Biotechnology|, Biotechnology ," 732,558 ",operating,USA,CA,SF Bay Area,Redwood City,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2014-02-25,2014-02-25
18122,/organization/gruppo-la-patria,Gruppo La Patria,,|Security|, Security , -   ,operating,,,,,1.0,,,,,2011-12-27,2011-12-27
52677,,,,,,,,,,,,,,,,,,
27821,/organization/murray-technologies-inc,Murray Technologies,,|Sports|, Sports , -   ,operating,USA,AR,Fayetteville,Fayetteville,1.0,2008-05-28,2008-05,2008-Q2,2008.0,2010-04-14,2010-04-14
5227,/organization/biomarc,BioMARC,http://biomarc.colostate.edu,|Search|, Search ," 2,000,000 ",operating,USA,CO,Fort Collins,Fort Collins,1.0,2014-01-01,2014-01,2014-Q1,2014.0,2014-10-27,2014-10-27
32945,/organization/poll-me-ltd,Poll Me Ltd,http://www.poll-me.co.uk,|Advertising|Market Research|Mobile|, Market Research ," 114,924 ",closed,GBR,,Middlesbrough,Middlesbrough,1.0,2011-04-14,2011-04,2011-Q2,2011.0,2011-06-07,2011-06-07
10703,/organization/cutting-edge-wheels,Cutting Edge Wheels,,,," 480,000 ",operating,USA,TN,Knoxville,Knoxville,2.0,,,,,2012-11-01,2013-03-01
53663,,,,,,,,,,,,,,,,,,
1960,/organization/allied-digital-services,Allied Digital Services,http://www.allieddigital.net/in,|Consulting|, Consulting ," 175,000 ",operating,IND,,Mumbai,Mumbai,1.0,1995-01-01,1995-01,1995-Q1,1995.0,2010-09-28,2010-09-28
7622,/organization/ce-interactive,CE Interactive,http://www.ce-interactive.com,|Software|, Software ," 2,398,464 ",operating,USA,NY,New York City,New York,4.0,2004-01-01,2004-01,2004-Q1,2004.0,2005-01-01,2010-05-25
10012,/organization/corpora,Corpora,,,," 15,000 ",operating,USA,TN,Chattanooga,Chattanooga,1.0,,,,,2012-06-01,2012-06-01
2389,/organization/anagnostics,Anagnostics,http://www.anagnostics.com,|Biotechnology|, Biotechnology ," 3,790,000 ",operating,,,,,1.0,,,,,2009-02-27,2009-02-27
32872,/organization/pocketmath,PocketMath,http://www.pocketmath.com,|Advertising Platforms|Real Time|Advertising|Mobile|, Advertising Platforms ," 10,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2014-11-24,2014-11-24
